X,Y,Z,Porosity,Sequence,Well
28200,76200,-284.53,50.3,m5,m28
28900,87700,-558.91,50.3,m54,m29
27400,59300,-459.84,50.4,m58,m27
28900,87700,-502.96,50.4,m5,m29
28900,87700,-408.58,50.4,m5,m29
28200,76200,-422.24,50.4,m54,m28
27400,59300,-347.16,50.4,m58,m27
28900,87700,-519.37,50.4,m5,m29
28900,87700,-523.12,50.6,m5,m29
27400,59300,-368.66,50.6,m58,m27
28900,87700,-348.71,50.6,m41,m29
28900,87700,-396.21,50.6,m5,m29
28200,76200,-274.59000000000003,50.7,m41,m28
28900,87700,-426.28,50.7,m5,m29
28900,87700,-600.19,50.8,m54,m29
28900,87700,-43.22,50.8,m1,m29
28200,76200,-520.8199999999999,50.8,m54,m28
28200,76200,-517.74,50.8,m54,m28
28200,76200,-528.51,50.8,m54,m28
28200,76200,-336.14,50.8,m54,m28
28200,76200,-345.97,50.9,m54,m28
28900,87700,-394.4,50.9,m5,m29
27400,59300,-493.66,50.9,m58,m27
27400,59300,-273.3,51.0,m54,m27
28900,87700,-423.21,51.0,m5,m29
27400,59300,-54.620000000000005,51.0,m1,m27
28900,87700,-437.06,51.0,m5,m29
27400,59300,-406.2,51.0,m58,m27
27400,59300,-477.01,51.1,m58,m27
28200,76200,-501.32,51.1,m54,m28
28200,76200,-355.99,51.1,m54,m28
28900,87700,-583.33,51.2,m54,m29
28900,87700,-574.27,51.3,m54,m29
28200,76200,-488.65,51.3,m54,m28
28200,76200,-490.52,51.3,m54,m28
27400,59300,-53.46,51.3,m1,m27
28900,87700,-746.97,51.4,m58,m29
28200,76200,-526.99,51.4,m54,m28
28200,76200,-334.3,51.4,m54,m28
28900,87700,-563.94,51.4,m54,m29
28900,87700,-614.38,51.4,m54,m29
28200,76200,-531.99,51.5,m54,m28
28900,87700,-720.47,51.5,m58,m29
27400,59300,-307.46,51.6,m54,m27
28900,87700,-444.2,51.6,m5,m29
28900,87700,-726.73,51.7,m58,m29
27400,59300,-334.65,51.7,m54,m27
27400,59300,-484.4,51.7,m58,m27
28900,87700,-566.49,51.8,m54,m29
28900,87700,-444.77,51.8,m5,m29
28200,76200,-510.98,51.8,m54,m28
28900,87700,-606.19,51.8,m54,m29
28900,87700,-575.76,51.8,m54,m29
27400,59300,-481.35,51.8,m58,m27
28200,76200,-263.05,51.8,m41,m28
28900,87700,-523.6700000000001,51.9,m5,m29
28900,87700,-46.32,52.0,m1,m29
28900,87700,-375.9,52.0,m41,m29
28200,76200,-505.55,52.0,m54,m28
28200,76200,-258.68,52.0,m41,m28
28200,76200,-530.54,52.0,m54,m28
27400,59300,-319.96,52.0,m54,m27
28900,87700,-484.36,52.1,m5,m29
28200,76200,-471.97,52.1,m54,m28
27400,59300,-310.19,52.1,m54,m27
28900,87700,-406.96,52.1,m5,m29
28900,87700,-752.61,52.1,m58,m29
28900,87700,-638.57,52.1,m54,m29
28900,87700,-604.65,52.2,m54,m29
28200,76200,-266.11,52.2,m41,m28
27400,59300,-259.27,52.2,m5,m27
28900,87700,-488.71,52.2,m5,m29
28900,87700,-478.21,52.2,m5,m29
28200,76200,-470.46,52.2,m54,m28
28200,76200,-482.65,52.2,m54,m28
27400,59300,-275.72,52.3,m54,m27
28200,76200,-358.87,52.3,m54,m28
28200,76200,-522.3299999999999,52.3,m54,m28
28900,87700,-362.47,52.3,m41,m29
27400,59300,-354.72,52.4,m58,m27
28900,87700,-476.97,52.4,m5,m29
28900,87700,-467.29,52.4,m5,m29
28200,76200,-652.24,52.5,m58,m28
28200,76200,-496.49,52.5,m54,m28
28900,87700,-359.15,52.6,m41,m29
28900,87700,-599.26,52.6,m54,m29
28900,87700,-438.5,52.6,m5,m29
28200,76200,-270.88,52.6,m41,m28
28900,87700,-571.26,52.7,m54,m29
28900,87700,-373.02,52.7,m41,m29
28200,76200,-526.36,52.7,m54,m28
28200,76200,-339.7,52.8,m54,m28
27400,59300,-243.82,52.8,m5,m27
28900,87700,-621.36,52.8,m54,m29
28200,76200,-487.27,52.9,m54,m28
28200,76200,-333.68,52.9,m54,m28
27400,59300,-338.25,52.9,m54,m27
28200,76200,-269.33000000000004,52.9,m41,m28
27400,59300,-318.2,53.0,m54,m27
28900,87700,-755.66,53.0,m58,m29
27400,59300,-332.26,53.0,m54,m27
28900,87700,-627.68,53.0,m54,m29
28200,76200,-278.52,53.0,m41,m28
28900,87700,-630.61,53.0,m54,m29
28200,76200,-523.9,53.1,m54,m28
27400,59300,-255.64,53.1,m5,m27
28900,87700,-521.63,53.1,m5,m29
28900,87700,-656.97,53.1,m54,m29
27400,59300,-348.71,53.2,m58,m27
27400,59300,-283.33000000000004,53.2,m54,m27
28900,87700,-635.46,53.2,m54,m29
28900,87700,-419.91,53.2,m5,m29
27400,59300,-312.55,53.2,m54,m27
27400,59300,-314.24,53.2,m54,m27
28200,76200,-277.02,53.2,m41,m28
28900,87700,-723.9,53.2,m58,m29
28900,87700,-479.6,53.2,m5,m29
28900,87700,-749.3,53.2,m58,m29
28200,76200,-367.94,53.2,m54,m28
27400,59300,-254.16,53.2,m5,m27
27400,59300,-497.62,53.3,m58,m27
27400,59300,-250.95,53.3,m5,m27
28900,87700,-725.22,53.3,m58,m29
28900,87700,-475.37,53.3,m5,m29
28900,87700,-554.54,53.4,m54,m29
28200,76200,-583.99,53.4,m58,m28
28200,76200,-272.38,53.5,m41,m28
28200,76200,-562.87,53.5,m58,m28
28900,87700,-47.730000000000004,53.5,m1,m29
27400,59300,-461.84,53.5,m58,m27
28900,87700,-377.75,53.5,m41,m29
27400,59300,-274.06,53.5,m54,m27
28900,87700,-537.61,53.6,m54,m29
27400,59300,-260.56,53.6,m5,m27
28900,87700,-644.17,53.6,m54,m29
28200,76200,-525.23,53.6,m54,m28
27400,59300,-487.35,53.8,m58,m27
28900,87700,-228.26,53.9,m41,m29
28900,87700,-481.9,53.9,m5,m29
27400,59300,-501.31,54.0,m58,m27
28900,87700,-429.26,54.0,m5,m29
28200,76200,-358.39,54.0,m54,m28
28900,87700,-748.18,54.1,m58,m29
28900,87700,-609.76,54.1,m54,m29
27400,59300,-55.03,54.1,m1,m27
27400,59300,-240.45,54.1,m41,m27
28900,87700,-393.32,54.2,m5,m29
28900,87700,-468.95,54.2,m5,m29
28900,87700,-659.48,54.3,m54,m29
28200,76200,-643.82,54.3,m58,m28
28900,87700,-688.56,54.4,m54,m29
28200,76200,-312.01,54.4,m54,m28
27400,59300,-499.69,54.4,m58,m27
28200,76200,-348.52,54.4,m54,m28
28900,87700,-261.6,54.4,m41,m29
28900,87700,-687.41,54.4,m54,m29
27400,59300,-322.76,54.4,m54,m27
27400,59300,-275.72,54.5,m54,m27
28900,87700,-538.94,54.6,m54,m29
27400,59300,-485.91,54.6,m58,m27
27400,59300,-356.54,54.6,m58,m27
28900,87700,-415.77,54.6,m5,m29
28200,76200,-703.64,54.6,m6,m28
27400,59300,-271.9,54.6,m54,m27
28200,76200,-332.73,54.6,m54,m28
28900,87700,-440.0,54.7,m5,m29
27400,59300,-270.78999999999996,54.7,m54,m27
27400,59300,-339.86,54.7,m58,m27
28200,76200,-514.72,54.7,m54,m28
27400,59300,-251.55,54.8,m5,m27
28900,87700,-557.49,54.8,m54,m29
27400,59300,-499.68,54.9,m58,m27
28200,76200,-334.67,54.9,m54,m28
28900,87700,-441.44,54.9,m5,m29
28900,87700,-618.26,55.0,m54,m29
28900,87700,-696.16,55.0,m54,m29
27400,59300,-490.48,55.1,m58,m27
28200,76200,-519.04,55.1,m54,m28
28900,87700,-694.66,55.1,m54,m29
28900,87700,-494.81,55.1,m5,m29
27400,59300,-315.77,55.2,m54,m27
28200,76200,-310.3,55.2,m54,m28
27400,59300,-299.95,55.2,m54,m27
28900,87700,-757.14,55.2,m58,m29
28900,87700,-374.4,55.2,m41,m29
27400,59300,-244.21,55.3,m5,m27
28900,87700,-483.4,55.3,m5,m29
27400,59300,-252.66,55.3,m5,m27
27400,59300,-424.75,55.4,m58,m27
28900,87700,-607.39,55.4,m54,m29
28200,76200,-493.9,55.5,m54,m28
28900,87700,-462.97,55.7,m5,m29
27400,59300,-482.85,55.7,m58,m27
28900,87700,-541.4,55.8,m54,m29
28900,87700,-713.1,55.8,m58,m29
28900,87700,-632.14,55.8,m54,m29
28900,87700,-693.56,55.8,m54,m29
28900,87700,-616.75,55.8,m54,m29
28200,76200,-333.58,55.9,m54,m28
28900,87700,-714.72,56.0,m58,m29
28900,87700,-637.03,56.0,m54,m29
28900,87700,-615.21,56.1,m54,m29
28900,87700,-475.05,56.1,m5,m29
28900,87700,-603.15,56.1,m54,m29
28900,87700,-690.09,56.1,m54,m29
28900,87700,-363.6,56.2,m41,m29
28200,76200,-495.43,56.2,m54,m28
28200,76200,-289.01,56.3,m5,m28
28200,76200,-355.1,56.3,m54,m28
28900,87700,-679.36,56.3,m54,m29
27400,59300,-261.61,56.3,m5,m27
27400,59300,-302.3,56.4,m54,m27
28900,87700,-442.86,56.4,m5,m29
28200,76200,-515.97,56.4,m54,m28
28900,87700,-624.46,56.4,m54,m29
28200,76200,-703.45,56.4,m6,m28
27400,59300,-341.05,56.4,m58,m27
28200,76200,-461.39,56.4,m54,m28
28200,76200,-344.26,56.4,m54,m28
27400,59300,-491.96,56.5,m58,m27
28200,76200,-331.75,56.5,m54,m28
28900,87700,-625.96,56.6,m54,m29
27400,59300,-321.48,56.7,m54,m27
28900,87700,-717.26,56.8,m58,m29
27400,59300,-316.68,56.8,m54,m27
28900,87700,-678.12,56.9,m54,m29
28900,87700,-421.41,56.9,m5,m29
28900,87700,-716.55,57.1,m58,m29
28900,87700,-410.08,57.1,m5,m29
28200,76200,-328.27,57.1,m54,m28
28200,76200,-507.09,57.1,m54,m28
28900,87700,-697.96,57.1,m54,m29
27400,59300,-286.95,57.2,m54,m27
27400,59300,-275.22,57.3,m54,m27
28200,76200,-349.77,57.4,m54,m28
27400,59300,-495.05,57.4,m58,m27
28900,87700,-687.53,57.5,m54,m29
27400,59300,-282.13,57.5,m54,m27
28200,76200,-517.1700000000001,57.6,m54,m28
27400,59300,-269.52,57.6,m54,m27
28900,87700,-481.21,58.0,m5,m29
28200,76200,-341.59,58.0,m54,m28
28900,87700,-416.96,58.0,m5,m29
28200,76200,-346.77,58.2,m54,m28
28200,76200,-510.06,58.2,m54,m28
27400,59300,-287.84000000000003,58.2,m54,m27
28200,76200,-288.73,58.4,m5,m28
28200,76200,-342.36,58.4,m54,m28
28900,87700,-608.59,58.4,m54,m29
27400,59300,-326.16,58.5,m54,m27
28900,87700,-692.02,58.6,m54,m29
28200,76200,-286.65,58.7,m5,m28
27400,59300,-324.14,58.7,m54,m27
27400,59300,-289.88,58.9,m54,m27
27400,59300,-496.52,58.9,m58,m27
28200,76200,-508.51,59.0,m54,m28
28200,76200,-353.41,59.1,m54,m28
28200,76200,-670.3,59.4,m58,m28
28900,87700,-718.96,59.5,m58,m29
28200,76200,-338.25,59.8,m54,m28
27400,59300,-294.48,60.0,m54,m27
28200,76200,-498.02,60.1,m54,m28
27400,59300,-284.87,60.4,m54,m27
28900,87700,-543.6,60.7,m54,m29
27400,59300,-291.55,60.8,m54,m27
27400,59300,-295.09,61.0,m54,m27
27400,59300,-298.48,61.0,m54,m27
27400,59300,-292.65,61.0,m54,m27
27400,59300,-296.16,61.6,m54,m27
28200,76200,-669.74,61.6,m58,m28
28900,87700,-750.89,61.9,m58,m29
28900,87700,-595.46,62.3,m54,m29
28900,87700,-750.01,62.6,m58,m29
27400,59300,-297.76,62.6,m54,m27
27400,59300,-249.41,62.7,m5,m27
28900,87700,-633.89,62.7,m54,m29
27400,59300,-279.13,63.1,m54,m27
27400,59300,-280.62,63.4,m54,m27
28900,87700,-594.22,63.5,m54,m29
27400,59300,-277.63,65.1,m54,m27
27400,59300,-249.86,66.8,m5,m27
28900,87700,-196.34,78.3,m41,m29
